"ns","lu.from","lu.to","value"
"101250","OtherLand","Cropland",0
"101257","OtherLand","Cropland",0
"101258","OtherLand","Cropland",0
"101259","OtherLand","Cropland",0
"101260","OtherLand","Cropland",0
"101269","OtherLand","Cropland",0
"101270","OtherLand","Cropland",0
"101282","OtherLand","Cropland",0
"101283","OtherLand","Cropland",0
"101306","OtherLand","Cropland",0
"101342","OtherLand","Cropland",0
"101351","OtherLand","Cropland",0
"101352","OtherLand","Cropland",0
"101358","OtherLand","Cropland",0
"101359","OtherLand","Cropland",0
"101365","OtherLand","Cropland",0
"103213","OtherLand","Cropland",0
"104124","OtherLand","Cropland",0
"104125","OtherLand","Cropland",0
"104126","OtherLand","Cropland",0
"104127","OtherLand","Cropland",0
"104128","OtherLand","Cropland",0
"104134","OtherLand","Cropland",0
"104135","OtherLand","Cropland",0
"104136","OtherLand","Cropland",0
"104137","OtherLand","Cropland",0
"104138","OtherLand","Cropland",0
"104139","OtherLand","Cropland",0
"104145","OtherLand","Cropland",0
"104146","OtherLand","Cropland",0
"104162","OtherLand","Cropland",0
"104165","OtherLand","Cropland",0
"104168","OtherLand","Cropland",0
"104169","OtherLand","Cropland",0
"104170","OtherLand","Cropland",0
"104171","OtherLand","Cropland",0
"104172","OtherLand","Cropland",0
"104173","OtherLand","Cropland",0
"104174","OtherLand","Cropland",0
"104175","OtherLand","Cropland",0
"104177","OtherLand","Cropland",0
"104178","OtherLand","Cropland",0
"104179","OtherLand","Cropland",0
"104181","OtherLand","Cropland",0
"104182","OtherLand","Cropland",0
"104183","OtherLand","Cropland",0
"104184","OtherLand","Cropland",0
"104186","OtherLand","Cropland",0
"104187","OtherLand","Cropland",0
"104189","OtherLand","Cropland",0
"104190","OtherLand","Cropland",0
"104192","OtherLand","Cropland",0
"104193","OtherLand","Cropland",0
"104195","OtherLand","Cropland",0
"104199","OtherLand","Cropland",0
"104200","OtherLand","Cropland",0
"104201","OtherLand","Cropland",0
"104205","OtherLand","Cropland",0
"104206","OtherLand","Cropland",0
"106786","OtherLand","Cropland",0
"106976","OtherLand","Cropland",0
"106977","OtherLand","Cropland",0
"106989","OtherLand","Cropland",0
"107003","OtherLand","Cropland",0
"107004","OtherLand","Cropland",0
"107005","OtherLand","Cropland",0
"107006","OtherLand","Cropland",0
"107021","OtherLand","Cropland",0
"107023","OtherLand","Cropland",0
"107025","OtherLand","Cropland",0
"108148","OtherLand","Cropland",0
"108161","OtherLand","Cropland",0
"108170","OtherLand","Cropland",0
"108216","OtherLand","Cropland",0
"108217","OtherLand","Cropland",0
"108609","OtherLand","Cropland",0
"108629","OtherLand","Cropland",0
"108637","OtherLand","Cropland",0
"108645","OtherLand","Cropland",0
"109243","OtherLand","Cropland",0
"109244","OtherLand","Cropland",0
"109245","OtherLand","Cropland",0
"109247","OtherLand","Cropland",0
"109248","OtherLand","Cropland",0
"109260","OtherLand","Cropland",0
"109261","OtherLand","Cropland",0
"109262","OtherLand","Cropland",0
"109270","OtherLand","Cropland",0
"109282","OtherLand","Cropland",0
"109289","OtherLand","Cropland",0
"109290","OtherLand","Cropland",0
"109294","OtherLand","Cropland",0
"109299","OtherLand","Cropland",0
"109300","OtherLand","Cropland",0
"109301","OtherLand","Cropland",0
"109302","OtherLand","Cropland",0
"109303","OtherLand","Cropland",0
"109305","OtherLand","Cropland",0
"109306","OtherLand","Cropland",0
"109307","OtherLand","Cropland",0
"109309","OtherLand","Cropland",0
"109310","OtherLand","Cropland",0
"109311","OtherLand","Cropland",0
"109314","OtherLand","Cropland",0
"109315","OtherLand","Cropland",0
"109318","OtherLand","Cropland",0
"109324","OtherLand","Cropland",0
"109327","OtherLand","Cropland",0
"109328","OtherLand","Cropland",0
"109333","OtherLand","Cropland",0
"109334","OtherLand","Cropland",0
"109335","OtherLand","Cropland",0
"109336","OtherLand","Cropland",0
"109341","OtherLand","Cropland",0
"109342","OtherLand","Cropland",0
"112045","OtherLand","Cropland",0
"112054","OtherLand","Cropland",0
"112066","OtherLand","Cropland",0
"112067","OtherLand","Cropland",0
"112068","OtherLand","Cropland",0
"112069","OtherLand","Cropland",0
"112075","OtherLand","Cropland",0
"112077","OtherLand","Cropland",0
"112079","OtherLand","Cropland",0
"113043","OtherLand","Cropland",0
"113047","OtherLand","Cropland",0
"113049","OtherLand","Cropland",0
"113050","OtherLand","Cropland",0
"113051","OtherLand","Cropland",0
"113053","OtherLand","Cropland",0
"113056","OtherLand","Cropland",0
"113063","OtherLand","Cropland",0
"113080","OtherLand","Cropland",0
"113369","OtherLand","Cropland",0
"113577","OtherLand","Cropland",0
"113586","OtherLand","Cropland",0
"113598","OtherLand","Cropland",0
"113601","OtherLand","Cropland",0
"113611","OtherLand","Cropland",0
"113612","OtherLand","Cropland",0
"113613","OtherLand","Cropland",0
"113616","OtherLand","Cropland",0
"114866","OtherLand","Cropland",0
"114867","OtherLand","Cropland",0
"114868","OtherLand","Cropland",0
"114873","OtherLand","Cropland",0
"114875","OtherLand","Cropland",0
"115251","OtherLand","Cropland",0
"115267","OtherLand","Cropland",0
"115508","OtherLand","Cropland",0
"115514","OtherLand","Cropland",0
"115516","OtherLand","Cropland",0
"115521","OtherLand","Cropland",0
"115526","OtherLand","Cropland",0
"115532","OtherLand","Cropland",0
"117269","OtherLand","Cropland",0
"117303","OtherLand","Cropland",0
"117304","OtherLand","Cropland",0
"117305","OtherLand","Cropland",0
"117327","OtherLand","Cropland",0
"117329","OtherLand","Cropland",0
"117333","OtherLand","Cropland",0
"117334","OtherLand","Cropland",0
"117395","OtherLand","Cropland",0
"117421","OtherLand","Cropland",0
"117453","OtherLand","Cropland",0
"117454","OtherLand","Cropland",0
"117455","OtherLand","Cropland",0
"117457","OtherLand","Cropland",0
"117458","OtherLand","Cropland",0
"117493","OtherLand","Cropland",0
"117513","OtherLand","Cropland",0
"117531","OtherLand","Cropland",0
"117532","OtherLand","Cropland",0
"117543","OtherLand","Cropland",0
"117558","OtherLand","Cropland",0
"117608","OtherLand","Cropland",0
"117625","OtherLand","Cropland",0
"117627","OtherLand","Cropland",0
"117642","OtherLand","Cropland",0
"117643","OtherLand","Cropland",0
"125039","OtherLand","Cropland",0
"125040","OtherLand","Cropland",0
"125046","OtherLand","Cropland",0
"125047","OtherLand","Cropland",0
"125048","OtherLand","Cropland",0
"125053","OtherLand","Cropland",0
"125055","OtherLand","Cropland",0
"127232","OtherLand","Cropland",0
"127244","OtherLand","Cropland",0
"127246","OtherLand","Cropland",0
"127248","OtherLand","Cropland",0
"127255","OtherLand","Cropland",0
"127257","OtherLand","Cropland",0
"127283","OtherLand","Cropland",0
"127285","OtherLand","Cropland",0
"127288","OtherLand","Cropland",0
"127289","OtherLand","Cropland",0
"127292","OtherLand","Cropland",0
"127295","OtherLand","Cropland",0
"127296","OtherLand","Cropland",0
"127297","OtherLand","Cropland",0
"127310","OtherLand","Cropland",0
"127312","OtherLand","Cropland",0
"127346","OtherLand","Cropland",0
"127347","OtherLand","Cropland",0
"127990","OtherLand","Cropland",0
"128072","OtherLand","Cropland",0
"128075","OtherLand","Cropland",0
"128238","OtherLand","Cropland",0
"132384","OtherLand","Cropland",0
"132392","OtherLand","Cropland",0
"132393","OtherLand","Cropland",0
"132394","OtherLand","Cropland",0
"132395","OtherLand","Cropland",0
"132396","OtherLand","Cropland",0
"132397","OtherLand","Cropland",0
"132410","OtherLand","Cropland",0
"132411","OtherLand","Cropland",0
"132412","OtherLand","Cropland",0
"132413","OtherLand","Cropland",0
"132414","OtherLand","Cropland",0
"132415","OtherLand","Cropland",0
"132416","OtherLand","Cropland",0
"132418","OtherLand","Cropland",0
"132421","OtherLand","Cropland",0
"132423","OtherLand","Cropland",0
"132425","OtherLand","Cropland",0
"132426","OtherLand","Cropland",0
"132427","OtherLand","Cropland",0
"132428","OtherLand","Cropland",0
"132429","OtherLand","Cropland",0
"132430","OtherLand","Cropland",0
"132431","OtherLand","Cropland",0
"132442","OtherLand","Cropland",0
"132443","OtherLand","Cropland",0
"132444","OtherLand","Cropland",0
"132445","OtherLand","Cropland",0
"132446","OtherLand","Cropland",0
"132447","OtherLand","Cropland",0
"132448","OtherLand","Cropland",0
"132449","OtherLand","Cropland",0
"132450","OtherLand","Cropland",0
"132451","OtherLand","Cropland",0
"132453","OtherLand","Cropland",0
"132455","OtherLand","Cropland",0
"132457","OtherLand","Cropland",0
"132458","OtherLand","Cropland",0
"132459","OtherLand","Cropland",0
"132460","OtherLand","Cropland",0
"132461","OtherLand","Cropland",0
"132462","OtherLand","Cropland",0
"132463","OtherLand","Cropland",0
"132464","OtherLand","Cropland",0
"132465","OtherLand","Cropland",0
"132484","OtherLand","Cropland",0
"132485","OtherLand","Cropland",0
"132486","OtherLand","Cropland",0
"132487","OtherLand","Cropland",0
"132488","OtherLand","Cropland",0
"132489","OtherLand","Cropland",0
"132490","OtherLand","Cropland",0
"132491","OtherLand","Cropland",0
"132492","OtherLand","Cropland",0
"132493","OtherLand","Cropland",0
"132494","OtherLand","Cropland",0
"132495","OtherLand","Cropland",0
"132496","OtherLand","Cropland",0
"132497","OtherLand","Cropland",0
"132498","OtherLand","Cropland",0
"132499","OtherLand","Cropland",0
"132500","OtherLand","Cropland",0
"132501","OtherLand","Cropland",0
"132502","OtherLand","Cropland",0
"132503","OtherLand","Cropland",0
"132504","OtherLand","Cropland",0
"132505","OtherLand","Cropland",0
"132506","OtherLand","Cropland",0
"132507","OtherLand","Cropland",0
"132508","OtherLand","Cropland",0
"132536","OtherLand","Cropland",0
"132537","OtherLand","Cropland",0
"132538","OtherLand","Cropland",0
"132539","OtherLand","Cropland",0
"132540","OtherLand","Cropland",0
"132541","OtherLand","Cropland",0
"132542","OtherLand","Cropland",0
"132543","OtherLand","Cropland",0
"132544","OtherLand","Cropland",0
"132545","OtherLand","Cropland",0
"132546","OtherLand","Cropland",0
"132547","OtherLand","Cropland",0
"132548","OtherLand","Cropland",0
"132549","OtherLand","Cropland",0
"132550","OtherLand","Cropland",0
"132551","OtherLand","Cropland",0
"132552","OtherLand","Cropland",0
"132553","OtherLand","Cropland",0
"132554","OtherLand","Cropland",0
"132555","OtherLand","Cropland",0
"132556","OtherLand","Cropland",0
"132557","OtherLand","Cropland",0
"132558","OtherLand","Cropland",0
"132559","OtherLand","Cropland",0
"132560","OtherLand","Cropland",0
"132584","OtherLand","Cropland",0
"132585","OtherLand","Cropland",0
"132586","OtherLand","Cropland",0
"132587","OtherLand","Cropland",0
"132588","OtherLand","Cropland",0
"132589","OtherLand","Cropland",0
"132590","OtherLand","Cropland",0
"132591","OtherLand","Cropland",0
"132592","OtherLand","Cropland",0
"132593","OtherLand","Cropland",0
"132594","OtherLand","Cropland",0
"132595","OtherLand","Cropland",0
"132596","OtherLand","Cropland",0
"132597","OtherLand","Cropland",0
"132598","OtherLand","Cropland",0
"132599","OtherLand","Cropland",0
"132600","OtherLand","Cropland",0
"132601","OtherLand","Cropland",0
"132602","OtherLand","Cropland",0
"132603","OtherLand","Cropland",0
"132604","OtherLand","Cropland",0
"132605","OtherLand","Cropland",0
"132606","OtherLand","Cropland",0
"132607","OtherLand","Cropland",0
"132622","OtherLand","Cropland",0
"132623","OtherLand","Cropland",0
"132624","OtherLand","Cropland",0
"132625","OtherLand","Cropland",0
"132626","OtherLand","Cropland",0
"132627","OtherLand","Cropland",0
"132628","OtherLand","Cropland",0
"132629","OtherLand","Cropland",0
"132630","OtherLand","Cropland",0
"132631","OtherLand","Cropland",0
"132632","OtherLand","Cropland",0
"132633","OtherLand","Cropland",0
"132634","OtherLand","Cropland",0
"132635","OtherLand","Cropland",0
"132636","OtherLand","Cropland",0
"132637","OtherLand","Cropland",0
"132638","OtherLand","Cropland",0
"132639","OtherLand","Cropland",0
"132640","OtherLand","Cropland",0
"132641","OtherLand","Cropland",0
"132642","OtherLand","Cropland",0
"132643","OtherLand","Cropland",0
"132644","OtherLand","Cropland",0
"132645","OtherLand","Cropland",0
"132646","OtherLand","Cropland",0
"132653","OtherLand","Cropland",0
"132654","OtherLand","Cropland",0
"132655","OtherLand","Cropland",0
"132656","OtherLand","Cropland",0
"132657","OtherLand","Cropland",0
"132658","OtherLand","Cropland",0
"132659","OtherLand","Cropland",0
"132660","OtherLand","Cropland",0
"132661","OtherLand","Cropland",0
"132662","OtherLand","Cropland",0
"132663","OtherLand","Cropland",0
"132664","OtherLand","Cropland",0
"132665","OtherLand","Cropland",0
"132666","OtherLand","Cropland",0
"132667","OtherLand","Cropland",0
"132668","OtherLand","Cropland",0
"132669","OtherLand","Cropland",0
"132670","OtherLand","Cropland",0
"132671","OtherLand","Cropland",0
"132672","OtherLand","Cropland",0
"132673","OtherLand","Cropland",0
"132674","OtherLand","Cropland",0
"132675","OtherLand","Cropland",0
"132676","OtherLand","Cropland",0
"132677","OtherLand","Cropland",0
"132678","OtherLand","Cropland",0
"132679","OtherLand","Cropland",0
"132680","OtherLand","Cropland",0
"132681","OtherLand","Cropland",0
"132691","OtherLand","Cropland",0
"132692","OtherLand","Cropland",0
"132693","OtherLand","Cropland",0
"132694","OtherLand","Cropland",0
"132695","OtherLand","Cropland",0
"132696","OtherLand","Cropland",0
"132697","OtherLand","Cropland",0
"132698","OtherLand","Cropland",0
"132699","OtherLand","Cropland",0
"132701","OtherLand","Cropland",0
"132702","OtherLand","Cropland",0
"132703","OtherLand","Cropland",0
"132704","OtherLand","Cropland",0
"132705","OtherLand","Cropland",0
"132706","OtherLand","Cropland",0
"132707","OtherLand","Cropland",0
"132708","OtherLand","Cropland",0
"132710","OtherLand","Cropland",0
"132711","OtherLand","Cropland",0
"132712","OtherLand","Cropland",0
"132713","OtherLand","Cropland",0
"132714","OtherLand","Cropland",0
"132715","OtherLand","Cropland",0
"132716","OtherLand","Cropland",0
"132717","OtherLand","Cropland",0
"132718","OtherLand","Cropland",0
"132719","OtherLand","Cropland",0
"132720","OtherLand","Cropland",0
"132733","OtherLand","Cropland",0
"132734","OtherLand","Cropland",0
"132735","OtherLand","Cropland",0
"132736","OtherLand","Cropland",0
"132737","OtherLand","Cropland",0
"132738","OtherLand","Cropland",0
"132739","OtherLand","Cropland",0
"132740","OtherLand","Cropland",0
"132741","OtherLand","Cropland",0
"132742","OtherLand","Cropland",0
"132743","OtherLand","Cropland",0
"132744","OtherLand","Cropland",0
"132745","OtherLand","Cropland",0
"132747","OtherLand","Cropland",0
"132748","OtherLand","Cropland",0
"132749","OtherLand","Cropland",0
"132750","OtherLand","Cropland",0
"132751","OtherLand","Cropland",0
"132752","OtherLand","Cropland",0
"132753","OtherLand","Cropland",0
"132754","OtherLand","Cropland",0
"132766","OtherLand","Cropland",0
"132767","OtherLand","Cropland",0
"132768","OtherLand","Cropland",0
"132769","OtherLand","Cropland",0
"132770","OtherLand","Cropland",0
"132771","OtherLand","Cropland",0
"132772","OtherLand","Cropland",0
"132773","OtherLand","Cropland",0
"132774","OtherLand","Cropland",0
"132775","OtherLand","Cropland",0
"132776","OtherLand","Cropland",0
"132779","OtherLand","Cropland",0
"132780","OtherLand","Cropland",0
"132781","OtherLand","Cropland",0
"132782","OtherLand","Cropland",0
"132783","OtherLand","Cropland",0
"132785","OtherLand","Cropland",0
"132796","OtherLand","Cropland",0
"132797","OtherLand","Cropland",0
"132798","OtherLand","Cropland",0
"132799","OtherLand","Cropland",0
"132800","OtherLand","Cropland",0
"132801","OtherLand","Cropland",0
"132802","OtherLand","Cropland",0
"132803","OtherLand","Cropland",0
"132804","OtherLand","Cropland",0
"132805","OtherLand","Cropland",0
"132806","OtherLand","Cropland",0
"132808","OtherLand","Cropland",0
"132809","OtherLand","Cropland",0
"132810","OtherLand","Cropland",0
"132826","OtherLand","Cropland",0
"132827","OtherLand","Cropland",0
"132828","OtherLand","Cropland",0
"132829","OtherLand","Cropland",0
"132830","OtherLand","Cropland",0
"132831","OtherLand","Cropland",0
"132832","OtherLand","Cropland",0
"132833","OtherLand","Cropland",0
"132834","OtherLand","Cropland",0
"132835","OtherLand","Cropland",0
"132836","OtherLand","Cropland",0
"132837","OtherLand","Cropland",0
"132839","OtherLand","Cropland",0
"132853","OtherLand","Cropland",0
"132854","OtherLand","Cropland",0
"132855","OtherLand","Cropland",0
"132856","OtherLand","Cropland",0
"132857","OtherLand","Cropland",0
"132858","OtherLand","Cropland",0
"132868","OtherLand","Cropland",0
"132869","OtherLand","Cropland",0
"132870","OtherLand","Cropland",0
"132871","OtherLand","Cropland",0
"132872","OtherLand","Cropland",0
"132873","OtherLand","Cropland",0
"132874","OtherLand","Cropland",0
"132875","OtherLand","Cropland",0
"132876","OtherLand","Cropland",0
"132877","OtherLand","Cropland",0
"132878","OtherLand","Cropland",0
"132890","OtherLand","Cropland",0
"132891","OtherLand","Cropland",0
"132892","OtherLand","Cropland",0
"132893","OtherLand","Cropland",0
"132894","OtherLand","Cropland",0
"132895","OtherLand","Cropland",0
"132896","OtherLand","Cropland",0
"132897","OtherLand","Cropland",0
"132898","OtherLand","Cropland",0
"132899","OtherLand","Cropland",0
"132900","OtherLand","Cropland",0
"132901","OtherLand","Cropland",0
"132902","OtherLand","Cropland",0
"132903","OtherLand","Cropland",0
"132915","OtherLand","Cropland",0
"132916","OtherLand","Cropland",0
"132917","OtherLand","Cropland",0
"132918","OtherLand","Cropland",0
"132919","OtherLand","Cropland",0
"132920","OtherLand","Cropland",0
"132921","OtherLand","Cropland",0
"132922","OtherLand","Cropland",0
"132923","OtherLand","Cropland",0
"132924","OtherLand","Cropland",0
"132925","OtherLand","Cropland",0
"132926","OtherLand","Cropland",0
"132937","OtherLand","Cropland",0
"132938","OtherLand","Cropland",0
"141870","OtherLand","Cropland",0
"141872","OtherLand","Cropland",0
"144995","OtherLand","Cropland",0
"144997","OtherLand","Cropland",0
